,Unnamed: 0,id,id,,sex,bizflag,zip,zip_bins,numords,dollars,last,sincepurch,version1,owntaxprod,upgraded,res1,sex_F,sex_M,sex_U,median_house_income,state,zip_bins_2,zip_bins_3,zip_bins_4,zip_bins_5,zip_bins_6,zip_bins_7,zip_bins_8,zip_bins_9,zip_bins_10,zip_bins_11,zip_bins_12,zip_bins_13,zip_bins_14,p_final
7485,7485,7486,6861,,M,0,34711,4,4,299,2,15,0,0,0,0,0,1,0,60312,FL,0,0,1,0,0,0,0,0,0,0,0,0,0,0.059074533
7487,7487,7488,6863,,M,1,34741,4,5,205,2,36,1,0,0,0,0,1,0,32822,FL,0,0,1,0,0,0,0,0,0,0,0,0,0,0.110905116
7488,7488,7489,6865,,U,1,34744,4,5,143,15,18,1,0,0,0,0,0,1,45589,FL,0,0,1,0,0,0,0,0,0,0,0,0,0,0.056675588
7491,7491,7492,6871,,M,1,34747,4,4,224.5,10,25,0,0,1,0,0,1,0,64823,FL,0,0,1,0,0,0,0,0,0,0,0,0,0,0.073324532
7495,7495,7496,6872,,M,0,34769,4,3,248.5,12,34,0,0,1,0,0,1,0,40793,FL,0,0,1,0,0,0,0,0,0,0,0,0,0,0.066988567
7507,7507,7508,6881,,M,1,34957,4,3,96,6,35,1,0,0,0,0,1,0,44487,FL,0,0,1,0,0,0,0,0,0,0,0,0,0,0.059082534
7518,7518,7519,6883,,M,0,34996,4,4,439,1,9,0,0,0,0,0,1,0,52533,FL,0,0,1,0,0,0,0,0,0,0,0,0,0,0.071731362
7521,7521,7522,6885,,F,1,34997,4,5,184.5,3,19,0,0,1,0,1,0,0,50716,FL,0,0,1,0,0,0,0,0,0,0,0,0,0,0.101752277
7524,7524,7525,6888,,M,0,35020,13,4,121.5,7,18,0,0,0,0,0,1,0,24570,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.053535105
7527,7527,7528,6890,,M,0,35044,13,1,19.5,13,20,0,0,1,0,0,1,0,29883,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.048578077
7528,7528,7529,6891,,M,1,35057,13,2,102,9,21,0,0,1,0,0,1,0,41938,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.066594498
7530,7530,7531,6896,,M,0,35080,13,1,39.5,3,19,0,0,1,0,0,1,0,79570,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.079702308
7531,7531,7532,6897,,M,0,35080,13,5,100,28,30,1,0,0,0,0,1,0,79570,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.047123597
7532,7532,7533,6899,,M,0,35115,13,2,99.5,15,19,1,0,0,0,0,1,0,40032,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.051586087
7533,7533,7534,6900,,M,0,35115,13,2,156.5,10,21,1,0,0,0,0,1,0,40032,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.069692284
7549,7549,7550,6902,,M,0,35210,13,2,79,4,13,0,1,0,0,0,1,0,51546,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.048363296
7550,7550,7551,6903,,F,0,35213,13,2,264,2,16,0,0,0,0,1,0,0,94504,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.051271843
7551,7551,7552,6904,,F,0,35213,13,3,171.5,14,25,1,0,0,0,1,0,0,94504,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.063163598
7552,7552,7553,6905,,M,0,35215,13,5,480.5,3,5,0,0,0,0,0,1,0,41762,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1108503
7561,7561,7562,6906,,F,1,35223,13,2,39,2,18,0,0,1,0,1,0,0,120943,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.077807549
7562,7562,7563,6909,,M,0,35226,13,5,272.5,11,13,0,0,0,0,0,1,0,83644,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.062159051
7563,7563,7564,6912,,M,0,35226,13,1,29.5,4,24,0,0,1,0,0,1,0,83644,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.075749926
7564,7564,7565,6914,,M,1,35226,13,3,47.5,8,34,0,0,1,0,0,1,0,83644,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.079066683
7565,7565,7566,6915,,M,1,35226,13,2,164,14,29,1,0,0,0,0,1,0,83644,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.051564847
7570,7570,7571,6920,,M,1,35242,13,1,177,9,28,0,0,1,0,0,1,0,83616,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.062024855
7574,7574,7575,6925,,M,1,35244,13,1,24.5,2,22,0,0,1,0,0,1,0,82465,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.072111409
7575,7575,7576,6926,,M,1,35244,13,2,138.5,6,22,0,0,1,0,0,1,0,82465,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.080109596
7578,7578,7579,6927,,M,0,35402,13,4,168,23,35,1,0,0,0,0,1,0,61000,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.054648883
7581,7581,7582,6931,,M,0,35405,13,1,19.5,1,20,1,0,0,0,0,1,0,46433,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.077056305
7583,7583,7584,6935,,U,0,35462,13,2,43,18,20,0,1,1,0,0,0,1,28462,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.054634677
7585,7585,7586,6937,,M,0,35501,13,2,34,14,35,1,0,0,0,0,1,0,38181,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.051197457
7591,7591,7592,6938,,M,0,35603,13,3,39.5,5,29,1,0,0,0,0,1,0,52382,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.091941287
7592,7592,7593,6939,,M,0,35611,13,4,89.5,15,19,1,0,0,0,0,1,0,39507,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.071343174
7593,7593,7594,6940,,M,0,35611,13,5,274,1,12,0,0,0,0,0,1,0,39507,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.098094123
7594,7594,7595,6943,,M,1,35630,13,3,144.5,11,33,1,0,0,0,0,1,0,31100,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.068641853
7599,7599,7600,6944,,F,0,35661,13,4,157,2,15,0,0,0,0,1,0,0,48865,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.063307733
7604,7604,7605,6950,,M,0,35758,13,2,79,19,31,0,0,1,0,0,1,0,90256,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.047213291
7606,7606,7607,6954,,F,0,35758,13,1,94.5,10,27,0,0,1,0,1,0,0,90256,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.055559818
7609,7609,7610,6958,,F,0,35765,13,3,68.5,1,4,0,0,0,0,1,0,0,39000,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.050076702
7610,7610,7611,6962,,U,1,35801,13,4,54,1,14,0,0,0,0,0,0,1,59352,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.058196768
7615,7615,7616,6966,,M,0,35802,13,5,156.5,25,30,0,0,1,0,0,1,0,62784,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.064076449
7621,7621,7622,6974,,M,0,35803,13,2,46.5,11,23,0,0,1,0,0,1,0,71904,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.065656169
7623,7623,7624,6975,,M,0,35805,13,2,118,2,17,0,0,0,0,0,1,0,24873,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.048109042
7625,7625,7626,6979,,F,0,35806,13,1,102,1,29,1,0,0,0,1,0,0,69644,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.076958793
7628,7628,7629,6981,,M,0,35814,13,2,240.5,8,36,1,0,0,0,0,1,0,61000,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.085442909
7631,7631,7632,6982,,U,0,35824,13,5,104.5,6,13,0,0,0,0,0,0,1,75313,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06597589
7635,7635,7636,6985,,M,1,35959,13,5,218.5,4,11,0,0,0,0,0,1,0,32975,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07036897
7642,7642,7643,6989,,U,1,36081,13,2,144.5,10,19,0,0,1,0,0,0,1,30657,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06725173
7648,7648,7649,6990,,F,1,36109,13,1,23.5,8,20,0,0,1,0,1,0,0,50310,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.048549032
7652,7652,7653,6991,,M,0,36116,13,1,84.5,11,35,1,0,0,0,0,1,0,42861,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.052766928
7654,7654,7655,6995,,M,0,36117,13,4,308.5,2,21,0,0,1,0,0,1,0,62260,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.176386635
7655,7655,7656,6996,,M,0,36117,13,3,163.5,2,8,0,0,0,0,0,1,0,62260,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.059570634
7656,7656,7657,6997,,M,0,36120,13,2,54.5,16,25,1,0,0,0,0,1,0,61000,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.047202687
7674,7674,7675,7001,,M,0,36526,13,1,117,13,24,1,0,0,0,0,1,0,64613,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.049254788
7677,7677,7678,7007,,F,0,36532,13,5,278.5,2,8,0,0,0,0,1,0,0,57584,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.084765058
7678,7678,7679,7013,,M,0,36541,13,3,66,3,4,0,0,0,0,0,1,0,48531,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.050620628
7680,7680,7681,7020,,M,0,36561,13,4,144.5,13,25,0,1,1,0,0,1,0,62829,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.106509738
7681,7681,7682,7021,,M,0,36561,13,4,448.5,16,13,0,0,0,0,0,1,0,62829,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.050393037
7696,7696,7697,7023,,M,0,36701,13,1,9.5,1,20,0,0,1,0,0,1,0,32136,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.084218023
7697,7697,7698,7024,,M,0,36701,13,1,354.5,2,2,0,0,0,0,0,1,0,32136,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.052109836
7698,7698,7699,7025,,M,0,36784,13,3,106.5,7,29,1,0,0,0,0,1,0,37575,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0.090097844
7715,7715,7716,7029,,M,0,37027,12,4,73.5,1,21,0,0,1,0,0,1,0,114257,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.13877565
7716,7716,7717,7031,,M,0,37027,12,4,224,25,27,0,0,1,0,0,1,0,114257,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.055226113
7720,7720,7721,7036,,U,0,37043,12,4,139,12,30,0,0,1,0,0,0,1,57443,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.092844272
7721,7721,7722,7037,,U,0,37043,12,3,79.5,12,25,0,0,1,0,0,0,1,57443,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.07345309
7723,7723,7724,7038,,M,0,37055,12,4,250,5,3,0,0,0,0,0,1,0,42430,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06306642
7724,7724,7725,7039,,F,1,37064,12,2,164,3,18,0,0,1,0,1,0,0,73043,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.080039787
7732,7732,7733,7043,,M,0,37075,12,5,244.5,4,20,0,0,1,0,0,1,0,63464,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.167797635
7734,7734,7735,7045,,U,1,37075,12,4,161,1,9,0,0,0,0,0,0,1,63464,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06153344
7735,7735,7736,7046,,U,1,37075,12,4,79.5,17,26,0,1,1,0,0,0,1,63464,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.069446906
7739,7739,7740,7047,,M,0,37086,12,5,102,26,36,1,0,0,0,0,1,0,53311,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.049179061
7741,7741,7742,7049,,F,1,37091,12,4,278,6,20,1,0,0,0,1,0,0,37174,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.098736752
7745,7745,7746,7055,,M,0,37122,12,5,225.5,12,12,0,0,0,0,0,1,0,72168,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.052943688
7746,7746,7747,7057,,M,0,37129,12,3,73.5,13,20,1,0,0,0,0,1,0,62295,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.061701557
7749,7749,7750,7060,,M,0,37130,12,5,166.5,8,27,0,0,1,0,0,1,0,36934,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.131441753
7752,7752,7753,7061,,M,0,37155,3,2,122.5,3,11,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.242001969
7753,7753,7754,7063,,M,0,37155,3,3,130.5,1,2,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.296327129
7759,7759,7760,7070,,F,1,37203,12,3,80,10,33,1,0,0,0,1,0,0,28651,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.056805576
7760,7760,7761,7071,,U,1,37203,12,3,140.5,16,31,1,0,0,0,0,0,1,28651,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.051504209
7770,7770,7771,7075,,M,0,37211,12,2,126.5,6,26,1,0,0,0,0,1,0,43251,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.077110031
7775,7775,7776,7076,,F,1,37212,12,2,59,1,31,0,0,1,0,1,0,0,51435,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.079239906
7776,7776,7777,7080,,M,0,37214,12,1,69.5,2,21,1,0,0,0,0,1,0,49476,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.073509066
7778,7778,7779,7081,,M,0,37215,12,3,54.5,3,4,0,0,0,0,0,1,0,95237,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.047361401
7786,7786,7787,7092,,F,0,37220,12,2,54,9,26,1,0,0,0,1,0,0,99260,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.055996367
7789,7789,7790,7100,,U,0,37221,12,3,73.5,1,8,0,0,0,0,0,0,1,68473,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.054006284
7793,7793,7794,7101,,M,0,37308,12,3,73.5,8,27,1,0,0,0,0,1,0,44358,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.078337122
7797,7797,7798,7102,,M,0,37323,12,2,99,2,30,1,0,0,0,0,1,0,42840,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.090301679
7811,7811,7812,7103,,M,0,37398,12,4,235.5,6,17,0,0,0,0,0,1,0,43330,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.060195967
7812,7812,7813,7105,,F,0,37404,12,5,329.5,23,26,0,0,1,0,1,0,0,27878,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.071726822
7814,7814,7815,7108,,F,0,37411,12,1,49.5,4,31,1,0,0,0,1,0,0,36842,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.059526161
7815,7815,7816,7110,,F,0,37411,12,2,134,12,34,0,0,1,0,1,0,0,36842,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.059124644
7817,7817,7818,7114,,M,0,37415,12,4,225.5,24,32,1,0,0,0,0,1,0,41596,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.052136455
7821,7821,7822,7115,,U,1,37421,12,2,18.5,6,18,0,0,1,0,0,0,1,54595,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.066642747
7824,7824,7825,7119,,U,0,37604,12,2,337.5,9,22,0,0,1,0,0,0,1,39298,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.094210691
7833,7833,7834,7122,,U,0,37662,12,2,54,11,20,1,0,0,0,0,0,1,61000,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.056801611
7835,7835,7836,7126,,F,0,37664,12,5,140,4,10,0,0,0,0,1,0,0,47199,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.062725071
7839,7839,7840,7133,,M,0,37742,12,5,167.5,26,22,0,0,1,0,0,1,0,49976,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.057769702
7841,7841,7842,7136,,M,0,37760,12,3,71.5,10,36,1,0,0,0,0,1,0,40647,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.071974092
7843,7843,7844,7140,,M,0,37771,12,4,145,3,31,0,0,1,0,0,1,0,39931,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.137401593
7844,7844,7845,7141,,M,0,37801,12,4,278,14,20,1,0,0,0,0,1,0,43269,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.086841865
7848,7848,7849,7147,,M,0,37821,12,1,34.5,11,20,0,0,1,0,0,1,0,27632,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.051215487
7850,7850,7851,7153,,M,0,37830,12,1,122,10,30,0,0,1,0,0,1,0,54663,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.060105426
7852,7852,7853,7154,,M,0,37830,12,5,389,2,2,0,0,0,0,0,1,0,54663,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.099327849
7854,7854,7855,7158,,M,0,37849,12,1,154.5,13,30,0,0,1,0,0,1,0,53762,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.054103997
7855,7855,7856,7166,,M,0,37849,12,3,48.5,6,32,1,0,0,0,0,1,0,53762,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.084133754
7857,7857,7858,7170,,M,0,37865,12,2,56.5,4,19,1,0,0,0,0,1,0,53671,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.077787103
7861,7861,7862,7172,,U,1,37912,12,5,168,14,15,0,0,1,0,0,0,1,34080,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.088471453
7867,7867,7868,7174,,M,0,37919,12,3,121.5,7,18,0,0,1,0,0,1,0,51390,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.094629094
7877,7877,7878,7190,,M,0,37923,12,2,142,1,7,0,0,0,0,0,1,0,53893,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.048456789
7879,7879,7880,7192,,M,0,37923,12,3,99,16,25,1,0,0,0,0,1,0,53893,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.055395019
7880,7880,7881,7205,,M,0,37931,12,1,34.5,2,36,0,0,1,0,0,1,0,61017,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.079788648
7882,7882,7883,7206,,M,0,37939,12,3,152,4,32,0,1,1,0,0,1,0,61000,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.130110658
7884,7884,7885,7215,,U,1,38012,12,3,211,2,8,0,0,0,0,0,0,1,33525,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.052214404
7887,7887,7888,7216,,F,0,38017,12,5,172.5,19,30,0,0,1,0,1,0,0,99256,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.073560837
7893,7893,7894,7223,,M,0,38024,12,2,376.5,19,17,0,0,1,0,0,1,0,37981,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.060804962
7895,7895,7896,7229,,U,0,38053,12,1,69.5,11,21,1,0,0,0,0,0,1,51513,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.048808164
7897,7897,7898,7233,,M,0,38103,12,2,39,4,18,0,0,1,0,0,1,0,56388,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.084380757
7899,7899,7900,7239,,M,0,38104,12,5,453,4,30,1,0,0,0,0,1,0,36398,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.189239929
7907,7907,7908,7244,,M,0,38115,12,4,121,1,10,0,0,0,0,0,1,0,29230,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.066342062
7909,7909,7910,7273,,F,1,38116,12,2,129,4,24,1,0,0,0,1,0,0,37714,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.066591668
7917,7917,7918,7274,,M,0,38119,12,3,198.5,1,20,0,0,1,0,0,1,0,58276,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.134269666
7921,7921,7922,7280,,M,0,38125,12,2,49.5,1,22,0,0,1,0,0,1,0,65465,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.098346008
7922,7922,7923,7281,,M,0,38127,12,4,352,5,8,0,0,0,0,0,1,0,25592,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.070883663
7926,7926,7927,7296,,U,1,38134,12,4,313.5,7,26,1,0,0,0,0,0,1,47529,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.110724184
7928,7928,7929,7299,,M,0,38134,12,4,174,25,20,0,1,1,0,0,1,0,47529,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.059420999
7929,7929,7930,7300,,M,0,38134,12,3,96.5,12,18,0,0,1,0,0,1,0,47529,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.073202971
7933,7933,7934,7306,,M,0,38138,12,5,131.5,8,35,0,0,1,0,0,1,0,97649,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.128688202
7935,7935,7936,7312,,F,0,38139,12,5,167.5,25,29,1,0,0,0,1,0,0,131948,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.049889889
7938,7938,7939,7319,,M,0,38175,12,2,146.5,6,29,0,0,1,0,0,1,0,61000,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.087665176
7940,7940,7941,7321,,M,0,38237,12,2,29,11,33,0,0,1,0,0,1,0,34190,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.061222338
7941,7941,7942,7335,,M,0,38237,12,2,141.5,3,14,0,1,0,0,0,1,0,34190,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05127099
7945,7945,7946,7343,,M,0,38305,12,5,215.5,12,4,0,0,0,0,0,1,0,52233,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.051743225
7950,7950,7951,7358,,M,0,38401,12,5,111.5,19,26,0,0,1,0,0,1,0,41665,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.075563664
7951,7951,7952,7365,,M,0,38401,12,2,81,7,19,0,0,1,0,0,1,0,41665,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.076920463
7952,7952,7953,7367,,F,1,38478,12,4,64.5,15,23,0,0,1,0,1,0,0,35737,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0.057279971
7961,7961,7962,7368,,M,0,38652,14,3,96,12,22,0,1,1,0,0,1,0,39984,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.081398614
7969,7969,7970,7375,,M,0,38801,14,2,79,9,31,1,0,0,0,0,1,0,39516,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.061516974
7974,7974,7975,7382,,M,0,38930,14,4,125.5,4,7,0,0,0,0,0,1,0,26552,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.055455392
7985,7985,7986,7399,,F,0,39120,14,2,47,2,22,1,0,0,0,1,0,0,27476,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.073184852
7986,7986,7987,7408,,M,0,39157,14,5,103,10,10,0,0,0,0,0,1,0,52146,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.048502211
7990,7990,7991,7409,,U,1,39194,14,2,30,2,36,1,0,0,0,0,0,1,24798,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.071808613
7994,7994,7995,7427,,M,1,39208,14,1,39.5,7,27,1,0,0,0,0,1,0,44150,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.047450859
7995,7995,7996,7435,,M,1,39208,14,3,153.5,1,34,1,0,0,0,0,1,0,44150,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.099907002
7996,7996,7997,7472,,M,0,39211,14,2,116,15,25,0,0,1,0,0,1,0,56453,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.053337021
7997,7997,7998,7475,,M,0,39211,14,4,154.5,25,19,0,0,1,0,0,1,0,56453,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.048296023
7998,7998,7999,7485,,M,0,39211,14,3,211,2,8,0,0,0,0,0,1,0,56453,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.056919423
8001,8001,8002,7486,,F,1,39213,14,4,101.5,17,18,0,0,1,0,1,0,0,23255,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.051820406
8003,8003,8004,7488,,M,0,39286,14,2,69,14,28,0,0,1,0,0,1,0,61000,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.053262717
8004,8004,8005,7489,,M,0,39305,14,3,151,5,33,1,0,0,0,0,1,0,49664,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.094727831
8007,8007,8008,7492,,M,0,39332,14,5,209,1,25,1,0,0,0,0,1,0,39167,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.162136659
8011,8011,8012,7496,,F,0,39402,14,2,59.5,5,22,0,0,1,0,1,0,0,54592,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.071724349
8013,8013,8014,7508,,F,0,39440,14,1,49.5,8,29,0,0,1,0,1,0,0,29326,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.052388858
8015,8015,8016,7519,,M,0,39466,14,3,85.5,18,27,0,0,1,0,0,1,0,40047,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.052983444
8018,8018,8019,7522,,F,0,39507,14,3,182.5,1,16,0,0,0,0,1,0,0,44392,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.052351999
8023,8023,8024,7531,,F,0,39532,14,2,90.5,3,30,0,0,1,0,1,0,0,55108,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.082134763
8031,8031,8032,7553,,M,0,39581,14,5,643.5,10,9,0,0,0,0,0,1,0,39050,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.088018854
8033,8033,8034,7562,,M,0,39661,14,2,67,12,26,0,1,1,0,0,1,0,29263,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.067057412
8040,8040,8041,7564,,M,0,40014,13,2,89,9,17,0,0,1,0,0,1,0,85036,KY,0,0,0,0,0,0,0,0,0,0,0,1,0,0.075096431
8044,8044,8045,7565,,M,0,40059,13,2,86.5,8,27,1,0,0,0,0,1,0,112377,KY,0,0,0,0,0,0,0,0,0,0,0,1,0,0.071864773
8052,8052,8053,7575,,F,1,40202,13,1,19.5,1,28,1,0,0,0,1,0,0,16069,KY,0,0,0,0,0,0,0,0,0,0,0,1,0,0.060969874
8068,8068,8069,7576,,M,1,40218,13,1,42,6,28,0,0,1,0,0,1,0,33906,KY,0,0,0,0,0,0,0,0,0,0,0,1,0,0.061098123
8072,8072,8073,7592,,F,0,40220,13,5,346.5,12,10,0,0,0,0,1,0,0,51405,KY,0,0,0,0,0,0,0,0,0,0,0,1,0,0.057492861
8079,8079,8080,7594,,M,0,40228,13,2,173.5,15,25,0,0,1,0,0,1,0,59005,KY,0,0,0,0,0,0,0,0,0,0,0,1,0,0.062749337
8080,8080,8081,7595,,M,0,40241,13,3,30.5,5,22,0,0,1,0,0,1,0,75259,KY,0,0,0,0,0,0,0,0,0,0,0,1,0,0.100054197
8084,8084,8085,7626,,U,1,40245,13,2,216.5,16,31,1,0,0,0,0,0,1,96089,KY,0,0,0,0,0,0,0,0,0,0,0,1,0,0.050604587
8091,8091,8092,7629,,U,1,40299,13,2,24,7,20,1,0,0,0,0,0,1,69207,KY,0,0,0,0,0,0,0,0,0,0,0,1,0,0.061397087
